store_name,store_number,address,address2,city,state,zip_code,country,phone_number,latitude,longitude,store_hours,other_fields,coming_soon
taf,,Galerias Guadalajara,Avenida Rafael Sanzio 150,Zapopan,Jalisco,C.P. 45020,Mexico,523336735047,20.67699,-103.4317,,,0
taf,,Plaza Fiesta San Agustin,Batallón de San Patricio 1000,San Pedro Garza García,Nuevo León,C.P. 66260,Mexico,528183631560,25.64867,-100.3373,,,0
The Athlete's Foot,,Grand Central Shopping Centre,Margaret Street,Toowoomba,QLD,4350,Australia,61746392431,-27.56139,151.949,,,0
The Athlete's Foot,,500 George Street,The Galeries Victoria,Sydney,NSW,2000,Australia,61292830313,-33.87219,151.2079,,,0
The Athlete's Foot,,CastleTown Shoppingworld,Cnr. Woolcock Street and Kings Road,Townsville,QLD,4812,Australia,61747213668,-19.27193,146.791,,,0
taf,,Centro Coyoacán,Avenida Coyoacán 2000,Ciudad de México,D.F.,C.P. 03330,Mexico,525556050146,19.35972,-99.17037,,,0
The Athlete's Foot,,109-129 Blaxland Road,Top Ryde City Shopping Centre,Ryde,NSW,2112,Australia,61298086556,-33.8118,151.1064,,,0
taf,,Centro Comercial Angelopolis,Boulevard del Niño Poblano 2510,Heroica Puebla de Zaragoza,Puebla,C.P. 72450,Mexico,522224315123,19.0313,-98.23411,,,0
taf,,Plaza Sendero,Boulevard Jesús Valdez Sánchez 365,Saltillo,Coahuila,C.P. 25203 ,Mexico,528444316475,25.44384,-100.9608,,,0
The Athlete's Foot,,79 Baylis Street,,Wagga Wagga,NSW,2650,Australia,61269218222,-35.1158,147.3697,,,0
taf,,Royal Village Cozumel,Carretera A Chankanaab KM 3.5,Cozumel,Quintana Roo,C.P. 77675,Mexico,529878570778,20.48099,-86.97167,,,0
The Athlete's Foot,,111 West Lakes Boulevard,Westfield Shoppingtown,West Lakes,SA,5021,Australia,61883535499,-34.87994,138.4915,,,0
taf,,Plaza Las Américas,Carretera Federal Chetumal - Cancun KM 291,Playa Del Carmen,Quintana Roo,C.P. 77710,Mexico,529841091481,20.64868,-87.08228,,,0
The Athlete's Foot,,Werribee Plaza Shopping Centre,Heaths Road,Werribee,VIC,3030,Australia,61399743668,-37.88564,144.6814,,,0
taf,,La Gran Plaza Acapulco,Avenida Costera Miguel Alemán 1632,Acapulco,Guerrero,C.P. 39670,Mexico,527444866200,16.86125,-99.882,,,0
The Athlete's Foot,,201 Crown Street,Crown Street Mall,Wollongong,NSW,2500,Australia,61242296990,-34.4252,150.8937,,,0
taf,,Parque Tezontle,Avenida Canal de Tezontle 1512,Ciudad de México,D.F.,C.P. 09020,Mexico,525591290187,19.38456,-99.09453,,,0
The Athlete's Foot,,Westfield Shopping Centre,Keltie Street,Woden,ACT,2606,Australia,61262821178,-35.34616,149.0862,,,0
taf,,Plaza Citadel,Avenida Rómulo Garza 410,San Nicolás de los Garza,Nuevo León,C.P. 66477,Mexico,528182408857,25.72612,-100.2163,,,0
The Athlete's Foot,,425 Burwood Highway,Westfield Knox Shopping Centre,Wantirna South,VIC,3152,Australia,61398019594,-37.8689,145.2406,,,0
taf,,Galerias Mérida,Calle 60 299 ,Mérida,Yucatan,C.P. 97110,Mexico,529999415895,21.03976,-89.63025,,,0
The Athlete's Foot,,20 Murphy Street,,Wangaratta,VIC,3677,Australia,61357224666,-36.35648,146.3253,,,0
taf,,Plaza Altabrisa,Calle 7 451,Mérida,Yucatan,C.P. 97133,Mexico,529991679621,21.01745,-89.58451,,,0
The Athlete's Foot,,108 Liebig Street,,Warrnambool,VIC,3280,Australia,61355624110,-38.38352,142.4841,,,0
taf,,Galerias Coapa,Calzada del Hueso 519,Ciudad de México,D.F.,C.P. 14300,Mexico,525556278030,19.30272,-99.12303,,,0
The Athlete's Foot,,12-67 Jackson Road,Warriewood Square Shopping Centre,Warriewood,NSW,2102,Australia,61299708964,-33.6958,151.2956,,,0
taf,,Centro Comercial Altaria,Boulevard A Zacatecas Norte 849,Aguascalientes,Aguascalientes,C.P. 20116,Mexico,524499730071,21.9241,-102.2899,,,0
The Athlete's Foot,,331 Yaamba Road,Stockland Shopping Centre,Rockhampton,QLD,4701,Australia,61749214100,-23.35449,150.5228,,,0
taf,,Galerias Vallarta,Francisco Medina Ascencio 2920,Puerto Vallarta,Jalisco,C.P. 48338,Mexico,523222090805,20.65797,-105.2396,,,0
The Athlete's Foot,,Robina Town Centre,Robina Town Centre Drive,Robina,QLD,4226,Australia,61755932161,-28.07615,153.3867,,,0
taf,,Esfera City Center,Carretera Nacional KM 268 S/N,Monterrey,Nuevo Léon,C.P. 64984,Mexico,528113062618,25.5757,-100.2437,,,0
The Athlete's Foot,,1007 Point Nepean Road,,Rosebud,VIC,3939,Australia,61359867888,-38.35553,144.9065,,,0
taf,,Plaza Sendero,Avenida Circuito Colonias 70 & Calle 20,Merida,Yucatan,C.P. 97158 ,Mexico,529991881528,20.97551,-89.59667,,,0
The Athlete's Foot,,1 Council Avenue,Rockingham City Shopping Centre,Rockingham,WA,6168,Australia,61895272288,-32.28946,115.7458,,,0
taf,,Centro Comercial Power Town,Camino A Mancera No. 214,Salamanca,Guanajuato,C.P. 36773,Mexico,524772111595,20.58244,-101.2288,,,0
The Athlete's Foot,,207 Murray Street,Carillon City Shopping Centre,Perth,WA,6000,Australia,61894810200,-31.95359,115.8588,,,0
The Athlete's Foot,,585 High Street,Westfield Shoppingtown,Penrith,NSW,2750,Australia,61247218419,-33.75118,150.693,,,0
taf,,Plaza Las Américas,Calle 21 No. 327,Mérida,Yucatan,C.P. 97220,Mexico,529999875334,20.99184,-89.64912,,,0
The Athlete's Foot,,171-175 Maroodah Highway,Eastland Shopping Centre,Ringwood,VIC,3134,Australia,61398798444,-37.81243,145.2292,,,0
taf,,Avenida Juárez No. 519,Colonia Mexicaltzingo,Guadalajara,Jalisco,C.P. 44100,Mexico,523336133119,20.67497,-103.3509,,,0
taf,,Gran Terraza Oblatos,Avenida Circunvalacion Oblatos No. 2700,Guadalajara,Jalisco,C.P. 44700,Mexico,523336535366,20.68762,-103.2961,,,0
The Athlete's Foot,,84-86 Horton Street,,Port Macquarie,NSW,2444,Australia,61265837177,-31.4308,152.9085,,,0
taf,,Multi Plaza Arboledas,Autopista Mexico - Queretaro,Tlalnepantla,Estado de México,C.P. 54030,Mexico,525553904589,19.54591,-99.20923,,,0
The Athlete's Foot,,Rouse Hill Town Centre,Market Lane,Rouse Hill,NSW,2155,Australia,61288829107,-33.69076,150.9256,,,0
taf,,Forum Coatzacoalcos,Avenida Universidad Veracruzana KM 8,Coatzacoalcos,Veracruz,C.P. 96536,Mexico,529212105414,18.14005,-94.48775,,,0
The Athlete's Foot,,149 Rokeby Road,,Subiaco,WA,6008,Australia,61893811368,-31.94932,115.8239,,,0
taf,,Parque Lindavista,Calle Colector 13 280,Ciudad de México,D.F.,C.P. 07760,Mexico,525551199957,19.48611,-99.13077,,,0
The Athlete's Foot,,166 Mona Vale Road,St Ives Shopping Village,St Ives,NSW,2075,Australia,61294405614,-33.73,151.1591,,,0
taf,,Centro Comercial Zentralia,Tercer Anillo Periférico 301,Colima,Colima,C.P. 28219,Mexico,523123236134,19.26699,-103.6973,,,0
The Athlete's Foot,,399 Melton Highway,Watergardens Town Centre,Taylors Lakes,VIC,3038,Australia,61394497200,-37.69889,144.7759,,,0
The Athlete's Foot,,398 Peel Street,,Tamworth,NSW,2340,Australia,61267668219,-31.0912,150.9307,,,0
