store_name,store_number,address,address2,city,state,zip_code,country,phone_number,latitude,longitude,store_hours,other_fields,coming_soon
THOROLD,,13207 LUNDYS LANE,,THOROLD,ON,L2E 6S4,CANADA,,43.08078,-79.18172,,,0
SCARBOROUGH,,4901 SHEPPARD AVENUE,,SCARBOROUGH,ON,M1S 4A6,CANADA,,43.79232,-79.24605,,,0
PORT HOPE,,161 PETER ST.,,PORT HOPE,ON,l1A 1C7,CANADA,,43.95076,-78.27947,,,0
PORT DOVER,,10 MAIN ST.,,PORT DOVER,ON,N0A 1N0,CANADA,,42.78459,-80.20063,,,0
SIMCOE,,128 QUEENSWAY WEST,,SIMCOE,ON,N3Y 2M6,CANADA,,42.84512,-80.31269,,,0
SCARBOROUGH,,3279 KINGSTON RD.,,SCARBOROUGH,ON,M1M 1P7,CANADA,,43.73138,-79.22475,,,0
WASAGA BEACH,,535 RIVER ROAD WEST,,WASAGA BEACH,ON,L9Z 2X2,CANADA,,44.53436,-79.98361,,,0
PARRY SOUND,,80 BOWES ST.,,PARRY SOUND,ON,P2A 2L7,CANADA,,45.34285,-80.0163,,,0
MISSISSAUGA,,1401 MATHESON BLVD. E.,,MISSISSAUGA,ON,L4W 3W2,Canada,,43.64091,-79.63144,,,0
BRAMPTON,,1707 QUEEN ST. E.,,BRAMPTON,ON,L6T 2H2,Canada,,43.72222,-79.71976,,,0
